PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
GA2510003,SYLVANIA,Community water system,Ground water,Screven,SYLVANIA,"4,910",12,19,8
GA3210003,SYLVESTER,Community water system,Ground water,Worth,SYLVESTER,"6,942",10,15,6
GA0690059,T & H MOBILE HOME PARK,Community water system,Ground water,Coffee,,213,6,11,4
GA0510052,TALAHI ISLAND COMMUNITY,Community water system,Ground water,Chatham,SAVANNAH,"1,139",12,14,5
GA2630005,TALBOT COUNTY WATER WORKS,Community water system,Surface water purchased,Talbot,TALBOTTON,"3,879",6,25,12
GA2630000,TALBOTTON,Community water system,Ground water,Talbot,TALBOTTON,"1,263",15,20,8
GA1290021,TALKING ROCK CREEK PROPERTIES,Community water system,Surface water purchased,Gordon,,270,3,27,9
GA1430002,TALLAPOOSA,Community water system,Surface water purchased,Haralson,TALLAPOOSA,"4,680",3,7,7
GA0710072,TALLOKAS ESTATES,Community water system,Ground water,Colquitt,,52,4,6,4
GA0710087,TALLOKAS TRAIL,Community water system,Ground water,Colquitt,,104,6,7,3
GA0710023,TALLOKAS TRAILS/CIRCLE,Community water system,Ground water,Colquitt,,434,7,6,4
GA2410001,TALLULAH FALLS,Community water system,Ground water,Rabun,TALLULAH FALLS,169,9,8,4
GA1790087,TALMADGE OAKS MOBILE HOME PARK,Community water system,Ground water,Liberty,WALTHOURVILLE,226,6,4,4
GA0310033,TANKERSLEY-WINFIELD,Community water system,Ground water,Bulloch,,151,6,12,6
GA2090004,TARRYTOWN,Community water system,Ground water purchased,Montgomery,,86,8,55,5
GA2690005,TAYLOR CO.-POTTERVILLE COMM.,Community water system,Ground water purchased,Taylor,BUTLER,100,5,47,8
GA1830020,TAYLORS CREEK MOBILE HOME PARK,Community water system,Ground water,Long,,55,4,26,5
GA1830046,TAYLOR`S CREEK VILLAGE,Community water system,Ground water,Long,,31,4,22,4
GA2310033,TEEN CHALLENGE,Community water system,Ground water,Pike,MEANSVILLE,41,3,0,0
GA1850032,TELFAIR ACRES SUBDIVISION,Community water system,Ground water,Lowndes,LAKE PARK,401,4,11,4
GA1030033,TELFORD PARK LLC,Community water system,Ground water,Effingham,EDEN,36,4,51,6
GA0450005,TEMPLE,Community water system,Surface water purchased,Carroll,TEMPLE,"4,500",8,23,7
GA1310049,TEMPLE TERRACE SUBDIVISION,Community water system,Ground water,Grady,,151,6,18,5
GA3030006,TENNILLE,Community water system,Ground water,Washington,,"1,900",11,23,5
GA2730014,TERRELL COUNTY CORRECTIONAL INSTITUTE,Community water system,Ground water,Terrell,DAWSON,172,8,15,4
GA0310025,THE BARN MOBILE HOME PARK,Community water system,Ground water,Bulloch,STATESBORO,232,4,12,7
GA0510054,THE BLUFF SUBDIVISION (HOA),Community water system,Ground water,Chatham,,55,4,10,4
GA0290024,THE BLUFF-BELLE ISLAND HOA,Community water system,Ground water,Bryan,,268,5,36,7
GA2210065,THE BRIDGES SUBDIVISION,Community water system,Ground water,Oglethorpe,,94,5,3,3
GA0290021,THE COVE SUBDIVISION,Community water system,Ground water,Bryan,,270,4,19,5
GA1830051,THE CROSSING,Community water system,Ground water,Long,LUDOWICI,60,3,1,2
GA2210060,THE ESTATES AT HAWKS LANDING WS,Community water system,Ground water,Oglethorpe,,73,4,4,3
GA0770117,THE GATES SUBDIVISION,Community water system,Ground water,Coweta,,369,5,35,4
GA0510033,THE LANDINGS SUBDIVISION,Community water system,Ground water,Chatham,SAVANNAH,"11,058",12,4,4
GA2910068,THE MOUNTAIN S/D,Community water system,Ground water,Union,BLAIRSVILLE,323,4,16,4
GA0030005,THE OAKS,Community water system,Ground water,Atkinson,,50,4,8,3
GA1930008,THE OAKS NURSING HOME,Community water system,Ground water,Macon,MARSHALLVILLE,68,6,16,7
GA2670046,THE OAKS SUBDIVISION,Community water system,Ground water,Tattnall,,57,6,1,3
GA1370055,THE ORCHARD DEVELOPMENT,Community water system,Ground water,Habersham,,639,16,19,5
GA2790048,THE PITTMAN PLANTATION,Community water system,Ground water,Toombs,,57,3,1,3
GA1790123,THE POINTE AT SUNBURY,Community water system,Ground water,Liberty,SUNBURY,200,6,27,6
GA1850027,THE RIVER RV PARK,Community water system,Ground water,Lowndes,VALDOSTA,156,4,6,6
GA0290097,THE SANCTUARY SUBDIVISION,Community water system,Ground water,Bryan,,81,5,2,2
GA0850029,THE VILLAGE AT PARADISE VALLEY,Community water system,Ground water,Dawson,DAWSONVILLE,195,4,16,3
GA2930000,THOMASTON,Community water system,Surface water,Upson,,"12,482",4,19,37
GA2750005,THOMASVILLE,Community water system,Ground water,Thomas,THOMASVILLE,"25,191",13,8,5
GA1890001,THOMSON-MCDUFFIE CO W&S COMM,Community water system,Surface water,McDuffie,THOMSON,"21,312",6,24,30
GA0710085,THORNRIDGE SUBDIVISION,Community water system,Ground water,Colquitt,,34,3,3,7
GA2090018,THREE RIVERS ESTATES,Community water system,Ground water,Montgomery,,100,7,304,6
GA0510006,THUNDERBOLT,Community water system,Ground water,Chatham,THUNDERBOLT,"2,668",11,27,8
GA1750043,"THUNDERING SPRINGS ASSOC.,INC.",Community water system,Ground water,Laurens,DUBLIN,60,6,41,4
GA1270155,TIDEWATER ESTATES MHP,Community water system,Ground water,Glynn,,28,3,38,8
GA2770001,TIFTON-TIFT COUNTY WATER SYSTEM,Community water system,Ground water,Tift,TIFTON,"30,940",34,3,5
GA1850303,TIGER CREEK MHP,Community water system,Ground water,Lowndes,,68,7,12,5
GA3170001,TIGNALL WATER SYSTEM,Community water system,Ground water,Wilkes,TIGNALL,835,16,11,6
GA0750011,TILLMANS MOBILE HOME PARK,Community water system,Ground water,Cook,,31,4,12,5
GA3050102,TIMBER RIDGE ESTATES,Community water system,Ground water,Wayne,JESUP,65,4,0,1
GA0690081,TIMBER RIDGE SUBDIVISION,Community water system,Ground water,Coffee,,42,5,10,1
GA0210075,TIMBER RIDGE SUBDIVISION,Community water system,Ground water,Bibb,,364,5,6,8
GA0310180,TIMBERLAND POINT APARTMENTS,Community water system,Ground water,Bulloch,STATESBORO,291,8,16,4
GA1830061,TIMBERLAND-HUNTINGTON SUBDIVISION,Community water system,Ground water,Long,,317,6,16,3
GA3110069,TIMBERLANE,Community water system,Surface water purchased,White,CLEVELAND,107,5,11,5
GA0270037,TIMBERVIEW ESTATES MHP,Community water system,Ground water,Brooks,,146,4,15,5
GA0290025,TIVOLI MARSH WATER SYSTEM,Community water system,Ground water,Bryan,,146,5,15,5
GA2570001,TOCCOA,Community water system,Surface water,Stephens,TOCCOA,"24,960",6,11,32
GA2570011,TOCCOA FALLS COLLEGE,Community water system,Ground water,Stephens,TOCCOA FALLS,"1,801",8,12,6
GA1910074,TOLOMATO SPANISH MISSION,Community water system,Ground water,McIntosh,,70,6,7,4
GA3190005,TOOMSBORO,Community water system,Ground water,Wilkinson,TOOMSBORO,453,7,35,6
GA0690011,TOWN & COUNTRY TRAILER PARK,Community water system,Ground water,Coffee,DOUGLAS,195,6,34,5
GA2810007,TOWNS COUNTY,Community water system,Surface water purchased,Towns,YOUNG HARRIS,"10,608",9,5,7
GA1790153,TRADEPORT EAST,Community water system,Ground water,Liberty,,675,5,13,3
GA1870047,TRAHLYTA TRACE SUBDIVISION,Community water system,Ground water,Lumpkin,,54,6,4,2
GA0550049,TRION,Community water system,Ground water purchased,Chattooga,,"2,400",4,24,5
GA0030006,TRIPLE O MOBILE HOME PARK,Community water system,Ground water,Atkinson,,73,7,7,5
GA1850295,TROTTER`S RIDGE SUBDIVISION,Community water system,Ground water,Lowndes,VALDOSTA,473,4,11,4
GA1570120,TROTTER`S RIDGE SUBDIVISION,Community water system,Ground water,Jackson,,187,9,3,4
GA0810044,TRULUCK-BRAN-TRE SUBDIVISION,Community water system,Ground water,Crisp,CORDELE,57,4,36,9
GA0810008,TRULUCK-DOGWOOD HILLS SUBDIVISION,Community water system,Ground water,Crisp,CORDELE,52,5,22,7
GA0810013,TRULUCK-OAK PARK SUBDIVISION,Community water system,Ground water,Crisp,CORDELE,47,4,23,8
GA0810053,TRULUCK-SUNNYBROOK FARM SD,Community water system,Ground water,Crisp,,91,4,23,7
GA0810050,TRULUCK-TIMBERLAND PLANTATION,Community water system,Ground water,Crisp,,75,5,23,7
GA1470070,TUCKER - MASSEY SUBDIVISION,Community water system,Ground water,Hart,,68,7,1,4
GA0770004,TURIN,Community water system,Ground water,Coweta,TURIN,671,7,17,3
GA1590002,TURTLE COVE POA,Community water system,Ground water,Jasper,,"2,514",22,16,6
GA2890023,TWIGGS CO.-BLACKBOTTOM WS,Community water system,Ground water,Twiggs,,43,4,12,8
GA2890012,TWIGGS CO.-KAOLIN HEIGHTS S/D,Community water system,Ground water,Twiggs,DRY BRANCH,42,4,20,7
GA2890031,TWIGGS COUNTY HWY 96/I16,Community water system,Ground water,Twiggs,,289,5,2,7
GA2890032,TWIGGS COUNTY- GENERAL TWIGGS DRIVE,Community water system,Ground water,Twiggs,DRY BRANCH,73,3,1,3
GA1070006,TWIN CITY,Community water system,Ground water,Emanuel,TWIN CITY,"1,500",6,31,8
GA1830002,TWIN OAKS MOBILE HOME PARK,Community water system,Ground water,Long,,111,9,14,5
GA1330059,TWIN RIVERS-TWIN RIVERS FARMS,Community water system,Ground water,Greene,,140,6,7,5
GA1270154,TWO WAY UTILITIES,Community water system,Ground water,Glynn,BRUNSWICK,79,4,7,4
GA2770003,TY TY,Community water system,Ground water,Tift,TY TY,840,8,1,4
GA0510005,TYBEE ISLAND,Community water system,Ground water,Chatham,TYBEE ISLAND,"8,047",8,7,5
GA0930003,UNADILLA,Community water system,Ground water,Dooly,UNADILLA,"3,442",9,22,9
GA1210010,UNION CITY,Community water system,Surface water purchased,Fulton,UNION CITY,"18,636",3,18,9
GA1850127,UNION CREEK HEIGHTS S/D,Community water system,Ground water,Lowndes,VALDOSTA,114,7,14,5
GA1330002,UNION POINT,Community water system,Surface water,Greene,UNION POINT,"2,114",5,12,36
GA1570121,UPPER OCONEE BASIN WATER AUTH.,Community water system,Surface water,Jackson,,0,5,12,28
GA2930048,UPSON CO.-LINCOLN PARK WS,Community water system,Surface water purchased,Upson,THOMASTON,852,3,18,7
GA2930010,UPSON COUNTY,Community water system,Surface water purchased,Upson,THOMASTON,"5,049",11,18,8
GA0690083,UPTON JUNCTION PHASE 11,Community water system,Ground water,Coffee,,185,6,28,5
GA1790024,USA-FORT STEWART MAIN,Community water system,Ground water,Liberty,FORT STEWART (U.S. ARMY),"27,573",18,12,8
GA0510107,USA-HUNTER ARMY AIRFIELD - MAIN,Community water system,Ground water,Chatham,,"7,500",13,7,5
GA1850125,USAF-MOODY AIR FORCE BASE-MAIN,Community water system,Ground water,Lowndes,,"6,109",8,20,11
GA1530042,USAF-ROBINS AB MAIN,Community water system,Ground water,Houston,WARNER ROBINS,"23,967",40,14,16
GA0950035,USMC-LOGISTICS,Community water system,Ground water,Dougherty,ALBANY,"3,350",9,12,4
GA0390013,USN-KINGS BAY SUBMARINE BASE,Community water system,Ground water,Camden,KINGS BAY (U.S. NAVY),"9,730",8,18,4
GA2090005,UVALDA,Community water system,Ground water,Montgomery,UVALDA,550,6,21,7
GA1850018,VAL-DEL MOBILE HOME PARK,Community water system,Ground water,Lowndes,VALDOSTA,130,6,7,7
GA1850002,VALDOSTA,Community water system,Ground water,Lowndes,VALDOSTA,"51,823",18,28,6
GA1270176,VALERIE IV SUBDIVISION,Community water system,Ground water,Glynn,,52,5,2,5
GA1270168,VALERIE SUBDIVISION,Community water system,Ground water,Glynn,BRUNSWICK,348,4,2,4
GA0770016,VALLEY MOBILE HOME COMMUNITY,Community water system,Ground water,Coweta,MORELAND,102,3,134,4
GA1470058,VICKERY POINT SUBDIVISION,Community water system,Ground water,Hart,HARTWELL,99,5,3,5
GA0510055,VICKS MOBILE HOME PARK,Community water system,Ground water,Chatham,,182,5,5,5
GA0290092,VICTORIA PLACE SUBDIVISION,Community water system,Ground water,Bryan,,200,4,2,3
GA1790029,VICTORY MANOR MOBILE HOME PARK,Community water system,Ground water,Liberty,,64,5,12,6
GA2790002,VIDALIA,Community water system,Ground water,Toombs,VIDALIA,"13,050",10,20,5
GA0330003,VIDETTE,Community water system,Ground water,Burke,VIDETTE,118,6,13,6
GA0930004,VIENNA,Community water system,Ground water,Dooly,VIENNA,"3,305",13,10,7
GA0450045,VILLA FOREST MOBILE HOME PARK,Community water system,Ground water,Carroll,VILLA RICA,73,6,5,5
GA0450006,VILLA RICA,Community water system,Surface water,Carroll,VILLA RICA,"15,667",13,29,36
GA1790151,VILLAGE AT SUNBURY,Community water system,Ground water,Liberty,,88,4,5,3
GA1750033,VILLAGE COVE MOBILE HOME PARK,Community water system,Ground water,Laurens,,26,4,21,5
GA1370019,VILLAGE MOBILE HOME PARK,Community water system,Ground water,Habersham,CORNELIA,62,6,65,3
GA1790157,VILLAGES AT LIMERICK,Community water system,Ground water,Liberty,,39,4,1,3
GA0710029,VINLAND SUBDIVISION,Community water system,Ground water,Colquitt,,42,4,4,5
GA1950052,W & R FARMS MOBILE HOME PARK,Community water system,Ground water,Madison,,130,7,15,4
GA1430010,WACO,Community water system,Surface water purchased,Haralson,BUCHANAN,884,3,33,8
GA1630004,WADLEY,Community water system,Ground water,Jefferson,WADLEY,"2,394",8,30,6
GA0570024,WALESKA,Community water system,Surface water purchased,Cherokee,WALESKA,"1,700",4,9,7
GA1330012,WALKER CHURCH WATER SYSTEM,Community water system,Ground water,Greene,,788,18,32,5
GA2950014,WALKER CO. RURAL WATER AUTH.,Community water system,Ground water,Walker,,"3,270",10,9,6
GA2950056,WALKER COUNTY W&SA - ARMUCHEE VALLEY,Community water system,Surface water purchased,Walker,FLINTSTONE,620,3,2,2
GA2950003,WALKER COUNTY WATER AUTHORITY,Community water system,Surface water,Walker,FLINTSTONE,"36,000",19,5,25
GA1870088,WALKER HILLS SUBDIVISION,Community water system,Ground water,Lumpkin,,49,3,0,3
GA1030132,WALNUT GROVE SUBDIVISION,Community water system,Ground water,Effingham,,55,4,6,3
GA1230004,WALNUT MOUNTAIN S/D  POA,Community water system,Surface water purchased,Gilmer,ELLIJAY,"1,105",13,25,24
GA1270036,WALSH`S MOBILE HOME PARK,Community water system,Ground water,Glynn,,52,5,46,6
GA1790020,WALTHOURVILLE WATER SYSTEM,Community water system,Ground water,Liberty,WALTHOURVILLE,"3,858",12,24,9
GA2970008,WALTON CO. WATER & SEWER AUTH.,Community water system,Surface water purchased,Walton,,"40,400",7,7,9
GA1990004,WARM SPRINGS,Community water system,Ground water,Meriwether,WARM SPRINGS,"1,025",4,52,9
GA1530007,WARNER ROBINS,Community water system,Ground water,Houston,WARNER ROBINS,"72,447",29,18,14
GA3010001,WARRENTON,Community water system,Surface water,Warren,WARRENTON,"2,800",4,54,22
GA3030007,WARTHEN WATER ASSOCIATION,Community water system,Ground water,Washington,WARTHEN,300,6,41,5
GA3210004,WARWICK,Community water system,Ground water,Worth,WARWICK,419,8,34,6
GA3170002,WASHINGTON,Community water system,Surface water,Wilkes,WASHINGTON,"4,134",8,12,22
GA2370085,WATER OAKS SUBDIVISION,Community water system,Ground water,Putnam,,94,5,4,3
GA1270186,WATERCREST SUBDIVISION,Community water system,Ground water,Glynn,,125,5,0,4
GA2410124,WATERFALL COUNTRY CLUB WATER SYSTEM,Community water system,Ground water,Rabun,,143,5,6,5
GA1030103,WATERFORD PLANTATION SUBDIVISION,Community water system,Ground water,Effingham,,182,4,12,5
GA1470080,WATERFRONT SUBDIVISION,Community water system,Ground water,Hart,,39,3,4,3
GA2510046,WATERS GROVE MOBILE HOME PARK,Community water system,Ground water,Screven,,30,3,62,12
GA0150106,WATERSIDE SUBDIVISION,Community water system,Surface water purchased,Bartow,,107,2,2,5
GA0510015,WATER`S BLUFF MOBILE HOME PARK,Community water system,Ground water,Chatham,SAVANNAH,109,5,11,6
GA0310251,WAVERLY COVE SUBDIVISION,Community water system,Ground water,Bulloch,,68,4,4,4
GA1450003,WAVERLY HALL,Community water system,Ground water,Harris,WAVERLY HALL,746,8,15,8
GA1830064,WAY STATION WATER SYSTEM,Community water system,Ground water,Long,LUDOWICI,114,4,0,2
GA2990002,WAYCROSS,Community water system,Ground water,Ware,WAYCROSS,"19,900",8,19,5
GA2990019,WAYCROSS-WARE COUNTY IND. PARK,Community water system,Ground water,Ware,WAYCROSS,"1,254",7,20,4
GA0330004,WAYNESBORO,Community water system,Ground water,Burke,WAYNESBORO,"5,813",8,20,16
GA0310297,WEATHERSTONE SUBDIVISION,Community water system,Ground water,Bulloch,STATESBORO,25,4,0,2
GA1110089,WEAVER CREEK MOUNTAIN SUBDIVISION,Community water system,Ground water,Fannin,,45,5,2,2
GA0310271,WEDGEFIELD PLANTATION SUBDIVISION,Community water system,Ground water,Bulloch,,49,5,0,3
GA0770037,WEDGEWOOD ESTATES SUBDIVISION,Community water system,Ground water,Coweta,,120,5,41,3
GA0290079,WELLINGTON OAKS SUBDIVISION,Community water system,Ground water,Bryan,,138,6,4,6
GA0810066,WELLS BLUFF,Community water system,Ground water,Crisp,CORDELE,31,3,9,4
GA1770011,WESLO ESTATES,Community water system,Ground water,Lee,LEESBURG,143,8,32,5
GA2850002,WEST POINT,Community water system,Surface water,Troup,WEST POINT,"5,800",4,12,41
GA0690078,WEST POINTE SUBDIVISION,Community water system,Ground water,Coffee,,57,4,19,7
GA1850051,WEST WINDS SUBDIVISION,Community water system,Ground water,Lowndes,VALDOSTA,107,6,13,5
GA3050010,WESTBERRY RENTALS,Community water system,Ground water,Wayne,JESUP,91,3,54,7
GA0310212,WESTBORO APARTMENTS,Community water system,Ground water,Bulloch,STATESBORO,86,4,8,5
GA1950011,WESTBROOK / NORWOOD VILLAGE S/D,Community water system,Ground water,Madison,,400,8,36,5
GA0310071,WESTCHESTER SUBDIVISION,Community water system,Ground water,Bulloch,,172,4,9,6
GA0330049,WESTERN ESTATES,Community water system,Ground water,Burke,,78,4,22,5
GA1790096,WESTGATE MOBILE HOME PARK,Community water system,Ground water,Liberty,,72,4,44,4
GA3070001,WESTON,Community water system,Ground water,Webster,WESTON,120,6,39,6
GA0310204,WESTOVER SUBDIVISION,Community water system,Ground water,Bulloch,STATESBORO,179,4,14,5
GA0310169,WESTRIDGE SUBDIVISION,Community water system,Ground water,Bulloch,STATESBORO,47,4,14,6
GA0310199,WESTSIDE MOBILE HOME PARK,Community water system,Ground water,Bulloch,STATESBORO,68,4,18,6
GA1790021,WESTVIEW SUBDIVISION,Community water system,Ground water,Liberty,,48,4,131,5
GA1730013,WESTWIND FARM ESTATES MHP,Community water system,Ground water,Lanier,,169,5,11,4
GA1030012,WESTWOOD HEIGHTS SUBDIVISION,Community water system,Ground water,Effingham,,"1,370",8,16,5
GA1310001,WHIGHAM,Community water system,Ground water,Grady,WHIGHAM,957,8,7,5
GA2370063,WHIPPOORWILL COVE/LOCH HAVEN S/D,Community water system,Ground water,Putnam,,214,8,21,6
GA1990052,WHIPPOORWILL RIDGE SUBDIVISION,Community water system,Ground water,Meriwether,,65,5,15,9
GA1850296,WHIPPOORWILL SUBDIVISION,Community water system,Ground water,Lowndes,,122,4,12,6
GA1050009,WHISPERING PINES MHP,Community water system,Ground water,Elbert,ELBERTON,99,9,9,5
GA3050030,WHISPERING PINES MHP,Community water system,Ground water,Wayne,,94,4,15,3
GA2070012,WHISPERING PINES OF JULIETTE,Community water system,Ground water,Monroe,FORSYTH,25,3,91,7
GA1030030,WHISPERING PINES RV PARK,Community water system,Ground water,Effingham,RINCON,308,6,40,5
GA0250006,WHISPERING PINES SUBDIVISION,Community water system,Ground water,Brantley,,187,4,4,4
GA1330011,WHISPERING PINES SUBDIVISION,Community water system,Ground water,Greene,GREENSBORO,94,7,13,5
GA0150004,WHITE,Community water system,Ground water,Bartow,,900,12,10,5
GA3110072,WHITE CO WATER & SEWERAGE AUTH,Community water system,Surface water,White,,"4,420",5,6,35
GA0310236,WHITE OAKS ESTATES SUBDIVISION,Community water system,Ground water,Bulloch,,65,5,2,5
GA1330003,WHITE PLAINS,Community water system,Ground water,Greene,WHITE PLAINS,437,14,36,5
GA0510094,WHITEMARSH ESTATES,Community water system,Ground water,Chatham,SAVANNAH,390,4,10,5
GA0450007,WHITESBURG,Community water system,Ground water,Carroll,WHITESBURG,931,12,14,4
GA0510141,WHITFIELD MOBILE ESTATES,Community water system,Ground water,Chatham,SAVANNAH,86,4,17,5
GA0510104,WHITFIELD PARK SUBDIVISION,Community water system,Ground water,Chatham,SAVANNAH,676,4,12,6
GA2090015,WILDWOOD,Community water system,Ground water,Montgomery,,125,4,5,6
GA2970041,WILDWOOD ESTATES,Community water system,Ground water,Walton,,45,4,26,4
GA3110062,WILDWOOD ON PINK MOUNTAIN HOA,Community water system,Ground water,White,,169,7,16,4
GA2510014,WILEY`S MOBILE HOME PARK,Community water system,Ground water,Screven,,25,4,16,3
